build_desc,aff_points,demo_points,destro_points,improved_life_tap,suppression,improved_corruption,malediction,soul_harvesting,improved_drains,improved_bane_of_agony,fel_concentration,amplify_curse,pandemic,malevolence,nightfall,curse_of_exhaustion,siphon_life,soul_siphon,shadow_mastery,wrack,improved_health_funnel,improved_imp,demonic_embrace,unholy_power,demonic_aegis,improved_voidwalker,fel_vitality,demonic_energies,improved_sayaad,demonic_sacrifice,master_summoner,decimation,fel_domination,demonic_brand,improved_felhunter,soul_link,demonic_knowledge,master_demonologist,demonic_pact,destructive_reach,improved_shadow_bolt,bane,molten_skin,cataclysm,aftermath,ruin,shadowburn,intensity,agonizing_flames,conflagrate,pyroclasm,bane_of_havoc,fire_and_brimstone,shadow_and_flame,incinerate,race_id,fight_duration,spell_power,shadow_power,fire_power,spell_hit_percent,spell_crit_percent,spell_haste_percent,intellect,spirit,stamina,max_mana,target_level,target_shadow_res,target_fire_res,curse_of_shadows,curse_of_elements,demon_setup,rotation_id,maintain_immolate,dps,dps_std,isb_uptime_percent,avg_life_taps,avg_mana_spent,avg_mana_gained
DS/Searing Pain,5,11,35,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,2,5,0,3,5,5,1,0,3,1,0,0,3,5,0,4,118.188,693.442,54.4287,72.944,1.661,8.03248,25.3181,261.525,220.595,237.527,5385.88,61,44.1708,70.1212,1,0,2,0,1,811.548,34.2272,28.4009,12,17869.7,9567.14
Deep Affliction,39,12,0,1,5,5,5,0,3,0,0,1,3,5,0,1,1,3,5,1,0,0,5,0,2,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,105.286,507.096,43.3291,176.307,10.4413,34.6401,25.6216,203.214,83.3663,561.963,4511.21,63,0.914143,80.1519,1,0,3,16,0,742.817,35.3079,0,4.005,7916.9,2958
DP/AF Shadow,2,31,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,2,3,1,0,2,0,0,0,1,3,5,1,0,5,5,0,0,0,5,0,0,3,0,0,0,0,0,0,0,286.906,882.229,58.019,112.937,14.0044,44.2401,10.8721,252.632,119.372,399.433,5182.48,62,110.774,67.3711,1,1,5,3,0,1375.68,50.2109,83.6889,43.025,37795.1,29888.2
Shadow and Flame Shadow 2,7,14,30,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,5,1,0,3,1,0,0,3,5,0,0,165.143,1115.39,169.483,155.665,4.76498,32.2814,30.087,292.666,166.791,273.454,5782.99,62,91.6012,33.0814,1,0,1,0,1,1263,57.4128,56.0745,23.985,25876.1,17803.9
random_valid_51,8,30,13,1,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,2,3,3,2,0,1,1,2,0,2,2,0,0,0,0,2,3,4,0,2,1,1,0,0,0,0,0,0,0,0,0,4,272.48,1109.59,9.55465,165.265,0.48758,52.9789,28.3856,271.541,98.3626,278.536,5536.11,60,99.9207,9.75931,0,0,3,0,0,989.917,26.8295,88.5801,39,37075.7,28845.9
random_valid_51,4,21,26,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,1,2,2,0,1,1,0,0,1,0,0,1,0,0,2,5,5,3,3,2,2,0,1,3,0,0,0,0,0,0,0,159.985,694.592,26.1791,198.504,17.7642,23.7559,15.0529,106.626,278.711,503.591,2992.39,63,72.4089,112.476,1,0,3,0,0,815.405,39.3182,69.6383,18,21871.4,18456.2
NF/DS/Ruin,19,11,21,2,4,5,5,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,5,1,0,3,0,0,0,0,0,0,0,95.5052,507.357,86.5616,138.653,3.74776,9.21874,19.2062,185.468,128.611,132.701,4175.02,60,37.2245,32.2517,0,0,3,0,0,560.781,41.8862,37.2672,10.565,14834.8,8932.99
random_valid_51,13,21,17,2,1,3,2,2,0,0,2,1,0,0,0,0,0,0,0,0,2,2,4,5,0,2,0,1,2,0,0,2,0,1,0,0,0,0,0,2,3,5,1,0,3,2,1,0,0,0,0,0,0,0,0,4,150.745,1215.91,87.2067,123.773,3.08666,37.2601,0.798011,239.353,121.154,530.159,5053.29,60,42.1315,16.5874,0,1,1,0,0,915.349,37.9604,64.6235,19,21123.7,15855.5
random_valid_51,9,23,19,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2,3,1,0,2,1,2,1,0,0,0,1,0,0,0,2,4,5,4,2,2,0,0,0,0,0,0,0,0,0,0,0,78.9378,143.991,47.1322,79.6115,14.1937,48.1412,34.1249,151.481,116.897,576.947,3665.22,63,86.6503,8.83403,1,1,2,0,0,518.751,23.658,86.0619,10,12186.5,8302.76
Shadow and Flame Fire DS-Succ,3,17,31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,0,3,0,0,1,2,2,0,0,0,0,0,0,0,1,0,5,0,3,2,5,1,0,3,1,0,1,3,5,1,4,71.9841,1116.27,31.3866,105.279,9.53029,11.8592,27.4413,456.424,203.398,466.333,8309.37,62,109.152,97.1503,0,0,3,2,1,1038.07,55.7617,0,8.98,11241.3,6992.14
random_valid_51,13,22,16,2,2,5,0,2,1,0,0,0,1,0,0,0,0,0,0,0,2,3,3,2,2,1,3,1,2,1,1,1,0,0,0,0,0,0,0,2,4,3,2,0,2,1,1,1,0,0,0,0,0,0,0,2,251.546,280.796,123.228,107.233,13.5123,30.9009,30.0022,297.656,51.0768,189.595,5857.84,61,50.4646,101.027,0,1,3,0,0,455.467,18.2207,67.4262,39.01,37569.1,29273.8
Aff Incinerate,13,7,31,2,5,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,5,1,0,3,1,0,1,3,5,1,1,64.7405,1237.87,133.572,46.0265,7.88034,42.1967,12.3523,179.423,89.807,155.44,4084.35,62,60.0129,75.2217,0,1,1,2,1,1338.11,73.5024,0,7,10555.4,5573.58
random_valid_51,13,26,12,2,2,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2,0,3,2,1,1,2,1,0,3,0,1,0,0,0,0,2,5,1,1,2,0,1,0,0,0,0,0,0,0,0,1,122.25,998.242,110.266,52.7604,8.25236,38.3691,4.8391,322.022,81.5633,560.116,6223.34,63,84.2522,85.4287,1,0,3,0,0,819.549,41.6535,67.3866,13.975,17549,10989.2
random_valid_51,8,28,15,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,1,1,3,2,1,3,1,1,2,0,1,0,0,2,0,0,2,4,5,1,1,0,1,1,0,0,0,0,0,0,0,0,3,241.899,786.841,54.1332,89.5541,0.842308,21.2373,4.11049,202.839,119.321,567.986,4435.59,60,5.15683,60.5764,0,0,2,0,0,676.266,22.0904,51.6119,32,33407.1,26930.7
random_valid_51,25,13,13,2,5,3,1,1,3,1,3,1,2,1,1,1,0,0,0,0,2,0,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,5,1,1,0,0,1,0,0,0,0,0,0,0,0,1,251.779,849.804,126.603,177.221,17.8541,29.1979,15.3097,265.558,231.423,365.375,5376.37,60,35.5972,30.1108,0,0,1,0,0,744.582,31.0236,70.8417,32.595,38388.9,31468.6
DS/Searing Pain,5,11,35,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,2,5,0,3,5,5,1,0,3,1,0,0,3,5,0,3,275.288,490.17,190.969,96.7797,5.6255,23.2271,12.8456,289.435,238.61,572.667,5734.52,63,101.361,85.8611,0,0,2,0,1,704.801,24.6022,45.8668,37.92,39253.1,31147.9
Shadow and Flame Fire 2,9,10,32,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,5,1,1,3,1,0,1,3,5,1,0,100.979,382.67,188.769,128.04,4.08348,35.9917,3.17039,163.792,318.506,202.461,3849.88,62,20.714,54.9116,1,0,1,10,1,646.31,29.4151,0,11.985,16325.8,11793.6
random_valid_51,20,17,14,1,5,0,4,2,2,0,2,0,2,1,1,0,0,0,0,0,2,1,4,4,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,2,5,1,1,3,1,0,1,0,0,0,0,0,0,0,0,2,114.998,1085.62,117.073,90.6914,2.64946,22.8609,8.64541,275.623,195.527,470.811,5527.35,60,72.5365,118.156,1,1,3,0,0,939.721,53.6321,55.9592,11.02,15056,9367.72
random_valid_51,17,20,14,2,2,3,3,2,3,0,1,1,0,0,0,0,0,0,0,0,2,3,5,2,0,3,0,2,2,0,1,0,0,0,0,0,0,0,0,2,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,1,203.405,337.253,133.734,109.865,8.76438,29.637,16.0541,250.831,119.279,585.365,5155.46,61,42.4353,47.3619,0,0,1,0,0,432.89,13.4306,77.1928,24.105,27076.1,20040.2
DP/AF Fire,0,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,3,2,0,1,0,0,0,3,0,1,3,5,1,0,0,5,0,3,2,5,1,0,3,1,0,0,0,0,0,2,182.049,977.564,129.257,7.65118,9.94028,10.051,30.4367,200.152,69.2089,278.547,4395.28,61,87.886,55.1108,0,1,5,3,0,1033.68,37.2132,0,29,25198.5,18681.1
random_valid_51,13,26,12,2,3,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,3,5,0,0,3,3,0,2,1,1,1,0,3,2,0,0,0,0,2,1,2,1,2,3,1,0,0,0,0,0,0,0,0,0,1,187.795,497.158,156.918,166.393,17.7662,46.4683,16.9892,212.668,215.524,447.016,4583.02,63,43.5501,72.6569,0,1,2,0,0,626.451,17.7417,86.3534,19,24579.7,18012.3
Fire Destro+Suppression,8,12,31,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,1,5,5,1,0,3,1,0,1,3,5,0,4,179.649,1090.23,68.4312,113.186,7.1369,44.2708,7.35967,253.414,113.86,549.022,5264.21,60,27.991,26.9771,1,0,3,0,1,1226.45,41.387,60.046,26,26274.5,17894.4
random_valid_51,24,17,10,2,3,4,4,2,2,2,0,1,2,0,1,0,0,1,0,0,2,1,1,2,2,3,2,1,1,1,0,0,0,1,0,0,0,0,0,2,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0,4,107.237,930.201,16.4404,98.9118,15.7825,27.6661,19.7949,395.315,128.718,385.085,7392.72,60,35.667,4.90741,1,1,3,0,0,882.336,42.2337,74.6397,8.995,15167.5,7615.17
Shadow and Flame Shadow 2,7,13,31,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,1,5,1,0,3,1,0,0,3,5,0,1,216.931,320.524,40.172,133.954,9.76805,54.1364,4.64569,447.145,207.869,514.872,8100.18,62,13.667,90.2142,1,1,1,0,1,759.825,20.1097,75.9676,25,32748.4,21508.4
Shadow and Flame Fire Succ,6,14,31,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,5,5,1,0,3,1,0,1,3,5,1,0,126.374,139.424,124.632,160.074,7.88292,31.4073,26.4447,409.049,88.6267,214.918,7528.73,61,41.8021,84.6664,1,1,1,2,1,600.342,21.6864,0,17.025,21528,11313.1
Fire Destro+Suppression,10,11,30,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,5,1,0,3,1,0,1,3,5,0,2,226.834,827.381,101.833,73.4701,5.45151,25.0217,31.9548,312.496,211.204,362.129,6080.44,62,74.6658,6.81206,1,0,3,0,1,986.699,32.6844,0,35,36044.1,27522.2
NF/AF,23,10,18,2,5,5,4,0,0,0,0,0,0,5,2,0,0,0,0,0,0,3,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,3,0,0,0,0,0,0,4,258.196,1181.95,51.5572,28.1198,14.2401,11.4598,13.1538,230.93,149.305,415.51,4926.95,61,36.2846,70.1821,0,0,2,0,0,991.718,40.0105,61.1444,34.01,36046.1,29519.5
Aff/DP Brand,11,32,8,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,3,0,3,1,2,2,0,3,0,1,3,5,1,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,215.843,1230.76,110.359,9.34993,10.5995,42.1992,15.2666,311.446,337.813,375.874,6064.69,62,9.32688,87.2717,0,1,5,3,0,1342.64,39.9533,0,20,30394.1,21911.5
random_valid_51,4,27,20,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,5,0,3,2,2,2,1,1,1,0,3,0,1,0,0,0,2,3,4,2,3,1,2,1,0,1,1,0,0,0,0,0,0,253.767,947.545,196.403,89.4661,17.3939,50.133,11.9715,344.785,226.049,246.761,6564.78,61,7.11527,31.7195,0,0,3,0,1,979.331,34.8304,84.7318,28,35173.3,26947.3
random_valid_51,15,30,6,1,5,3,2,2,0,1,0,1,0,0,0,0,0,0,0,0,2,3,3,3,2,1,3,1,2,1,2,1,1,2,0,1,1,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,199.599,1216.7,3.53814,165.51,0.918566,5.40288,12.8269,333.718,64.0124,515.389,6398.77,63,22.0137,53.8585,1,0,3,0,0,778.858,32.2794,37.9117,25,26572.7,17783.8
SM/AF,32,0,19,2,5,5,5,0,0,0,0,0,3,5,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,1,0,3,0,0,0,0,0,0,4,230.871,1221.13,163.312,3.34813,13.543,28.69,17.4323,465.227,68.7754,395.098,8441.41,61,6.15992,60.4241,0,0,1,6,0,1258.22,59.5213,75.3128,31.995,35026.4,24670.7
random_valid_51,11,37,3,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,5,3,2,3,3,1,3,1,2,1,1,3,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,233.955,1301.9,149.222,152.818,5.41824,10.1996,6.70378,454.697,346.613,597.062,8213.46,60,103.233,99.4879,1,1,5,3,0,1075.69,30.5075,50.2083,19.165,29696.5,21218.3
Shadow and Flame Fire 2,9,10,32,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,5,5,1,0,3,1,0,1,3,5,1,2,205.83,1193.7,147.639,98.2424,5.76248,50.6843,0.216258,148.279,231.273,563.903,3617.19,60,30.6986,14.2703,0,1,1,2,1,1419.17,40.7686,0,27,31841.7,26125.2
random_valid_51,12,28,11,2,5,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,3,2,5,2,3,3,2,3,0,0,2,0,1,0,0,0,0,0,2,0,5,0,2,1,0,1,0,0,0,0,0,0,0,0,1,252.078,1126.09,197.677,121.523,6.84438,20.2822,12.1071,207.001,66.9875,296.831,4498.02,62,2.08101,22.7457,0,1,1,3,0,814.308,19.8696,0,34.96,33323.7,26839
random_valid_51,19,24,8,2,4,3,1,1,0,0,3,1,0,3,1,0,0,0,0,0,1,0,4,5,2,2,2,1,1,1,2,2,0,0,0,0,1,0,0,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,152.649,596.439,100.285,131.749,11.0201,5.9665,15.9461,288.666,286.442,494.725,5723,61,17.2373,104.192,0,0,3,0,0,505.136,22.1545,42.3363,14.015,20499.2,14523.6
random_valid_51,11,29,11,2,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,5,5,2,3,2,2,3,1,0,1,0,1,1,0,0,0,0,2,2,3,1,0,3,0,0,0,0,0,0,0,0,0,0,4,273.498,1043.3,150.918,186.311,15.0426,14.4501,28.8978,250.317,232.859,112.081,5217.75,60,0.474888,67.2911,0,1,2,0,0,835.525,20.1585,58.9157,33,39572.3,31969.6
random_valid_51,15,21,15,2,3,3,1,1,3,0,0,0,2,0,0,0,0,0,0,0,2,3,1,5,2,2,0,1,1,1,1,2,0,0,0,0,0,0,0,1,3,5,1,2,1,1,1,0,0,0,0,0,0,0,0,1,194.51,601.933,104.22,149.781,5.09346,14.6424,29.4267,427.208,227.351,221.92,7801.12,62,83.8768,72.1835,1,0,3,0,0,696.262,34.2833,54.0902,23,30914.9,22103.7
random_valid_51,14,30,7,2,2,4,0,2,2,0,0,1,1,0,0,0,0,0,0,0,2,3,2,4,2,2,1,2,3,1,2,2,0,2,0,0,1,1,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,298.443,875.074,27.2861,2.85614,6.02055,29.1019,30.7345,425.978,273.833,174.392,7782.66,61,19.586,78.538,0,1,2,0,0,801.953,22.5649,78.7123,32.995,43130.3,33923.9
random_valid_51,20,16,15,2,0,5,1,1,2,1,2,1,3,0,2,0,0,0,0,0,2,3,2,4,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2,5,0,2,2,2,2,0,0,0,0,0,0,0,0,0,1,235.843,940.902,183.119,88.1552,3.82295,42.9961,31.0629,299.988,56.7884,355.096,5892.83,60,21.7692,87.9456,0,1,2,0,0,1070.15,40.9426,87.5251,31.055,31237.9,23471.4
random_valid_51,4,34,13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,4,2,3,2,2,3,1,1,2,0,0,1,1,1,1,1,0,5,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,292.967,1162.74,153.445,197.65,13.3767,24.8695,24.9782,320.787,68.9958,593.119,6204.8,62,39.8688,34.3076,1,0,5,3,0,1324.54,39.6531,69.2515,40.16,39118.5,31026.5
random_valid_51,25,12,14,2,3,5,3,1,3,0,3,1,1,0,1,1,1,0,0,0,1,1,2,4,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,2,3,2,1,2,2,0,0,0,0,0,0,0,0,0,4,66.2797,809.234,196.019,180.63,0.209169,9.6966,9.85101,333.393,84.3602,201.325,6463.9,61,9.16929,57.1597,1,0,2,0,0,819.589,52.8867,49.9201,6.725,8793.49,5324.62
Aff Incinerate,13,7,31,2,5,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,5,1,0,3,1,0,1,3,5,1,4,174.95,435.16,33.8998,178.664,16.7164,45.2637,23.8866,118.816,132.964,179.711,3245.24,62,115.266,31.1024,0,0,1,10,1,669.526,22.9419,0,25,26948.4,21194.9
random_valid_51,16,19,16,1,5,5,0,1,1,0,0,1,1,1,0,0,0,0,0,0,2,3,3,0,1,3,1,2,1,1,1,0,0,1,0,0,0,0,0,2,5,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,77.1129,174.337,63.66,67.1698,4.1422,7.79681,24.6538,279.101,314.543,348.057,5579.52,60,65.8283,19.2532,1,0,3,0,0,397.646,29.5084,37.4287,7,12076.5,6870.98
Deep Affliction Imp,34,7,10,2,5,5,0,0,3,0,0,1,3,5,2,0,1,2,5,0,0,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,108.855,1081.99,39.4999,76.2425,9.80838,48.0211,29.9699,176.871,237.365,135.43,4046.06,62,14.9562,65.0554,1,0,1,0,0,1314.15,53.6569,90.635,13,17752.8,12678.9
random_valid_51,14,15,22,2,1,4,2,1,1,0,1,1,1,0,0,0,0,0,0,0,2,1,3,3,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,4,5,1,3,2,4,1,0,1,0,0,0,0,0,0,1,110.987,286.378,97.2792,159.831,0.381139,22.069,31.9815,243.335,289.278,318.811,5043.03,63,59.8856,68.653,1,0,2,0,0,557.157,36.9185,56.7918,12,17696.5,12432.8
Shadow and Flame Fire DS-Succ,3,19,29,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,0,3,0,1,1,2,2,1,0,0,0,0,0,0,1,0,5,0,3,2,5,1,0,3,1,0,1,3,4,0,3,109.049,1136.55,181.527,86.0949,5.18108,42.6663,30.0984,274.086,205.423,389.977,5504.29,63,39.5875,60.6891,1,1,3,0,1,1290.66,81.0092,0,13.015,16523.6,10267.2
Aff Incinerate,12,8,31,2,5,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,3,3,5,1,0,3,1,0,1,3,4,1,0,67.4485,793.779,100.606,150.024,12.7058,12.3366,16.6193,198.776,59.3163,268.606,4374.64,63,72.3488,92.0696,1,1,1,2,1,885.905,50.7861,0,8,10994,6093.44
random_valid_51,18,27,6,2,2,4,0,2,3,0,1,1,1,2,0,0,0,0,0,0,2,3,2,5,2,3,1,2,2,0,2,1,0,0,1,0,1,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,136.611,410.827,161.852,83.4732,1.23639,44.874,8.76359,299.136,209.26,559.355,5880.03,63,99.9619,113.441,1,1,2,3,0,602.738,30.4238,78.9386,12,16946.2,11329.3
random_valid_51,4,28,19,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,4,1,1,3,2,1,1,1,0,0,1,1,1,1,0,0,2,4,4,2,2,1,2,0,1,1,0,0,0,0,0,0,0,109.256,113.904,4.64632,65.7623,13.3128,43.6318,28.733,296.075,60.5707,592.347,5834.12,61,102.627,66.8418,0,0,2,0,0,457.418,20.2026,87.1448,13,16020.8,9920.9
random_valid_51,8,22,21,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,2,1,2,2,2,1,2,2,0,0,0,0,0,0,0,2,4,5,3,1,1,2,1,0,1,1,0,0,0,0,0,1,128.758,474.322,70.4289,170.34,3.55668,25.8083,25.6956,281.065,235.332,505.288,5608.98,63,16.7134,92.0399,0,0,3,0,1,528.113,34.7565,57.5769,16.21,20618.3,14424.2
Shadow and Flame Fire Succ,8,12,31,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,4,5,1,0,3,1,0,1,3,5,1,1,35.8173,1393.92,87.5563,149.799,17.7038,44.9553,23.5256,412.651,170.615,311.641,7582.76,61,91.8815,17.083,1,0,1,2,1,1757.36,121.516,0,0,7534.45,28
random_valid_51,15,18,18,2,2,3,2,1,2,2,0,1,0,0,0,0,0,0,0,0,2,3,4,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,5,3,2,0,1,2,1,0,1,1,0,0,0,0,0,3,211.486,1370.35,96.2764,31.2178,3.09886,6.65801,1.18314,247.192,191.048,419.697,5100.87,60,101.97,102.897,1,1,3,0,1,944.454,48.7834,33.1086,25,29824.1,23209.4
random_valid_51,6,26,19,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,3,3,2,2,1,0,1,0,2,1,0,2,0,0,2,3,5,2,2,3,1,0,0,0,1,0,0,0,0,0,2,270.974,268.697,38.3456,51.8876,9.55838,47.5151,20.5129,183.736,114.254,145.296,4149.03,61,22.5588,86.2582,0,0,3,0,1,425.993,14.548,90.1746,38,37534.7,31418
NF/DS/Ruin,21,11,19,1,5,5,5,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,5,1,0,1,0,0,0,0,0,0,3,223.892,1295.55,103.365,82.6437,8.38015,12.1072,34.9557,164.918,212.122,553.606,3866.78,63,94.2135,110.274,0,0,3,0,0,1041.59,56.7694,49.9043,33.87,35377.6,29576.3
random_valid_51,20,25,6,0,4,3,3,2,2,2,2,0,1,1,0,0,0,0,0,0,2,2,4,4,1,3,3,2,1,0,1,1,0,0,0,0,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,248.865,945.654,169.552,138.593,6.24096,21.8729,9.7508,366.444,156.738,536.66,6889.66,61,70.909,72.2311,1,0,1,3,0,798.369,22.017,66.9706,28.185,30911.7,20876.4
Aff Incinerate,13,7,31,2,5,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,5,1,0,3,1,0,1,3,5,1,4,188.55,1036.85,94.3528,153.231,2.04984,49.6892,11.885,409.43,76.8161,151.756,7604.45,60,40.7564,88.4931,1,1,1,2,1,1322.29,40.8782,0,23,28720.9,17972.5
DS/Searing Pain,5,12,34,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,2,2,5,0,3,5,5,1,0,3,1,0,1,1,5,0,4,78.0432,1081.27,26.5666,42.1894,13.7909,40.8452,29.321,242.215,288.006,466.775,5096.23,61,48.93,63.8645,1,1,2,0,1,1320.81,68.3015,65.5411,9,11886.2,8544.36
random_valid_51,25,17,9,1,3,5,4,1,3,1,0,1,3,1,1,1,0,0,0,0,2,1,1,5,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,129.565,1117.06,70.3166,139.107,7.62162,14.8632,21.9709,481.236,210.037,310.376,8611.55,63,40.9857,99.6226,1,1,3,0,0,1032.09,61.801,63.9997,12.74,19328.2,11129.5
random_valid_51,14,14,23,2,5,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,2,3,3,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,2,5,3,2,3,3,3,1,1,0,0,0,0,0,0,0,4,48.2081,1002.28,18.0476,72.9296,12.2655,14.7255,9.68993,281.275,308.404,252.31,5682.13,60,22.2194,70.2207,1,1,3,0,0,823.201,76.4502,42.6398,3,6356.03,3194.66
DP/AF Corruption,1,32,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,2,3,1,1,2,0,0,0,1,3,5,1,0,5,5,0,0,0,5,0,0,3,0,0,0,0,0,0,3,168.558,382.233,86.5913,135.886,17.711,6.46574,8.46535,468.712,293.245,293.651,8423.69,63,92.1274,65.9318,0,1,6,3,0,533.296,28.2205,48.3512,15,24670.9,13185.7
random_valid_51,16,28,7,2,4,5,1,1,1,0,1,0,1,0,0,0,0,0,0,0,2,2,4,2,2,3,3,2,1,1,1,2,0,1,0,0,2,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224.931,518.373,196.743,85.7156,3.62372,44.6517,1.68927,448.377,66.1764,193.132,8118.65,63,93.6919,46.1687,0,0,3,0,0,556.585,27.1456,78.0475,22.005,27768.1,16974.9
